UncompMagX;UncompMagY;UncompMagZ;UncompAccX;UncompAccY;UncompAccZ;UncompGyroX;UncompGyroY;UncompGyroZ;Temperature;Pressure
-00,133;+00,182;-00,166;-03,4090;+00,6880;-10,6170;-00,519114;-00,190531;+00,065391;+031,90;+101,16
-00,134;+00,179;-00,163;-02,4940;+00,8480;-09,9690;-00,379566;-00,158107;+00,031073;+031,90;+101,17
-00,133;+00,183;-00,164;-02,6400;-00,0430;-09,6610;-00,303463;-00,157537;+00,010657;+031,90;+101,18
-00,133;+00,182;-00,162;-02,4420;-00,4140;-09,0160;-00,280382;-00,157216;+00,004443;+031,90;+101,17
-00,134;+00,183;-00,163;-02,3520;-00,3230;-09,4090;-00,276906;-00,201065;+00,007687;+031,90;+101,16
-00,133;+00,183;-00,157;-03,2900;-00,1970;-10,1570;-00,236304;-00,183699;+00,007876;+031,90;+101,17
-00,134;+00,183;-00,162;-02,8410;-00,7480;-09,1740;-00,169673;-00,147263;-00,009851;+031,90;+101,18
-00,133;+00,184;-00,159;-02,1100;-00,1370;-09,2970;-00,081231;-00,215902;-00,006901;+031,90;+101,17
-00,133;+00,183;-00,160;-03,2430;+00,3150;-10,2120;-00,037078;-00,171992;+00,002208;+031,90;+101,18
-00,133;+00,184;-00,159;-03,4640;+00,3350;-10,3970;+00,044216;-00,085318;-00,024958;+031,90;+101,17
-00,134;+00,183;-00,160;-02,8460;+00,1440;-09,7020;+00,104374;-00,033339;-00,044702;+031,90;+101,17
-00,134;+00,183;-00,158;-02,7340;-00,1560;-09,4800;+00,130136;-00,036667;-00,051941;+031,90;+101,17
-00,134;+00,184;-00,161;-02,9460;-00,2780;-09,6260;+00,153151;-00,032534;-00,057936;+031,90;+101,17
-00,134;+00,181;-00,157;-02,6610;-00,5810;-09,1900;+00,158105;-00,039022;-00,063101;+031,90;+101,19
-00,135;+00,183;-00,161;-02,7580;-00,4950;-09,3710;+00,149091;-00,045065;-00,053027;+031,90;+101,16
-00,135;+00,180;-00,159;-02,8850;-00,4510;-09,2540;+00,121915;-00,010341;-00,044157;+031,90;+101,19
-00,135;+00,182;-00,161;-02,6500;-00,7410;-08,8930;+00,073061;+00,005696;-00,039617;+031,90;+101,17
-00,135;+00,182;-00,159;-02,5120;-00,7170;-08,7470;-00,004214;+00,004118;-00,031221;+031,90;+101,17
-00,135;+00,184;-00,159;-02,5020;-00,7470;-08,7840;-00,068814;-00,017463;-00,020171;+031,90;+101,17
-00,135;+00,181;-00,158;-02,4900;-00,5800;-08,8740;-00,105365;-00,044662;-00,009577;+031,90;+101,18
-00,135;+00,183;-00,160;-02,5120;-00,4590;-08,9310;-00,142403;-00,069602;-00,006781;+031,90;+101,17
-00,134;+00,183;-00,159;-02,3300;-00,5050;-08,8230;-00,167730;-00,112870;-00,001526;+031,90;+101,19
-00,136;+00,184;-00,158;-02,3230;-00,3840;-08,9540;-00,180507;-00,175105;+00,005453;+031,90;+101,16
-00,135;+00,182;-00,155;-02,3590;-00,0800;-09,1570;-00,156690;-00,268293;+00,027570;+031,90;+101,16
-00,134;+00,184;-00,159;-02,6590;-00,3840;-08,8990;-00,175603;-00,334988;+00,013918;+031,90;+101,18
-00,135;+00,182;-00,155;-02,6340;-00,4540;-08,6550;-00,224920;-00,413325;+00,010155;+031,90;+101,16
-00,135;+00,184;-00,156;-02,8080;-00,9610;-08,4640;-00,257743;-00,482465;+00,008905;+031,90;+101,16
-00,136;+00,183;-00,154;-02,6840;-00,8680;-08,9400;-00,253680;-00,487678;+00,028340;+031,90;+101,17
-00,137;+00,185;-00,154;-02,9510;-00,1230;-09,3660;-00,217331;-00,488371;+00,040966;+031,90;+101,17
-00,136;+00,182;-00,153;-02,6320;-00,2500;-09,1790;-00,199933;-00,487768;+00,048570;+031,90;+101,17
-00,136;+00,187;-00,152;-03,0490;-00,3380;-08,9960;-00,216858;-00,487351;+00,077178;+031,90;+101,17
-00,136;+00,183;-00,148;-02,9160;-00,4400;-09,0600;-00,267556;-00,498299;+00,091376;+031,90;+101,17
-00,137;+00,186;-00,149;-03,4330;-00,4810;-09,2360;-00,235074;-00,484312;+00,108652;+031,90;+101,17
-00,137;+00,184;-00,143;-03,4930;-00,0550;-09,5120;-00,214825;-00,453960;+00,113347;+031,90;+101,17
-00,137;+00,185;-00,145;-03,2360;-00,1780;-09,3580;-00,137910;-00,420395;+00,117207;+031,90;+101,17
-00,136;+00,185;-00,145;-03,3330;+00,0690;-09,4110;-00,079098;-00,439224;+00,105612;+031,90;+101,17
-00,136;+00,184;-00,144;-03,4590;-00,0780;-09,3140;-00,023063;-00,401448;+00,097441;+031,90;+101,17
-00,135;+00,183;-00,142;-03,5100;+00,2790;-09,3790;+00,065280;-00,399563;+00,086804;+031,90;+101,17
-00,137;+00,184;-00,142;-03,2870;-00,2710;-08,9400;+00,043332;-00,381279;+00,071092;+031,90;+101,17
-00,137;+00,185;-00,142;-03,5820;+00,0790;-09,3030;+00,054152;-00,378817;+00,057899;+031,90;+101,17
-00,136;+00,187;-00,144;-03,5630;+00,0150;-09,0810;+00,008267;-00,357592;+00,050079;+031,90;+101,17
-00,135;+00,185;-00,142;-03,5070;-00,0540;-09,1590;-00,012581;-00,376577;+00,056531;+031,90;+101,19
-00,138;+00,186;-00,141;-03,7120;-00,0110;-09,2490;-00,023469;-00,359117;+00,061567;+031,90;+101,17
-00,137;+00,186;-00,137;-03,7710;-00,0440;-09,2550;-00,039102;-00,358483;+00,060762;+031,90;+101,17
-00,137;+00,186;-00,140;-03,5470;-00,1230;-09,0230;-00,052762;-00,378610;+00,069102;+031,90;+101,16
-00,136;+00,185;-00,139;-03,6130;-00,0070;-09,0520;-00,058585;-00,405652;+00,095026;+031,90;+101,17
-00,137;+00,187;-00,138;-03,7170;-00,2330;-08,8700;-00,061102;-00,468616;+00,086202;+031,90;+101,19
-00,136;+00,187;-00,137;-02,9720;+00,3290;-08,7320;-00,104192;-00,514602;+00,052674;+031,90;+101,19
-00,137;+00,189;-00,138;-03,7410;+00,0190;-08,6960;-00,153054;-00,583979;+00,016391;+031,90;+101,17
-00,137;+00,185;-00,135;-03,8990;+00,2280;-08,8460;-00,246819;-00,612826;-00,028393;+031,90;+101,17
-00,137;+00,190;-00,134;-03,9230;+00,2460;-08,7790;-00,331801;-00,647727;-00,057552;+031,90;+101,18
-00,137;+00,187;-00,130;-03,9370;+00,0920;-08,8210;-00,380796;-00,710065;-00,075314;+031,90;+101,18
-00,138;+00,187;-00,130;-03,7060;+00,0370;-08,7800;-00,403009;-00,808661;-00,085246;+031,90;+101,17
-00,138;+00,187;-00,127;-04,1080;-00,0470;-09,0710;-00,371003;-00,944415;-00,075762;+031,90;+101,17
-00,139;+00,189;-00,127;-03,9890;-00,2000;-09,0370;-00,299613;-01,259480;-00,032472;+031,90;+101,17
-00,139;+00,186;-00,122;-04,1950;-00,4930;-09,1220;-00,312955;-01,419624;+00,047784;+031,90;+101,17
-00,140;+00,188;-00,121;-03,8350;-01,1270;-09,5230;-00,504480;-01,933151;+00,135801;+031,90;+101,17
-00,139;+00,188;-00,114;-03,6930;-00,8980;-09,0940;-00,627643;-02,636599;+00,215774;+031,90;+101,17
-00,139;+00,189;-00,110;-04,3610;-00,5470;-09,6140;-01,010524;-03,511839;+00,352486;+031,90;+101,19
-00,138;+00,189;-00,098;-04,3570;+00,2840;-09,9090;-01,299415;-04,286041;+00,546427;+031,90;+101,17
-00,138;+00,191;-00,091;-04,7470;-00,1680;-10,6900;-01,169725;-05,379200;+00,783396;+031,90;+101,17
-00,135;+00,191;-00,076;-04,5360;-00,9290;-14,4100;-00,941381;-06,721090;+00,852576;+031,90;+101,18
-00,132;+00,194;-00,067;-05,9260;+03,6730;-16,4020;-00,987778;-08,009151;+00,718901;+031,90;+101,17
-00,127;+00,191;-00,048;-08,9750;+01,6880;-18,4350;-01,382090;-08,532351;+00,472419;+031,90;+101,19
-00,123;+00,196;-00,038;-08,1570;+01,2710;-35,5850;-00,686681;-07,530925;+00,257715;+031,90;+101,17
-00,117;+00,194;-00,023;-08,5680;+02,4870;-26,3040;+00,022684;-06,814009;-00,068773;+031,90;+101,16
-00,112;+00,194;-00,016;+00,8740;+00,1660;-14,5410;-00,623264;-06,390161;-00,120446;+031,90;+101,19
-00,106;+00,193;-00,007;-06,1180;+05,5040;-14,8500;+00,853471;-05,752526;+00,764877;+031,90;+101,17
-00,101;+00,196;-00,002;-33,5040;+04,2430;-37,9160;+00,112454;-02,799774;+01,673272;+031,90;+101,19
-00,093;+00,197;+00,001;-01,3470;+01,1140;-29,9950;+00,425134;-01,821051;+01,724255;+031,90;+101,17
-00,090;+00,202;-00,001;-00,2410;-01,5060;-16,7830;+00,363721;-00,793432;+02,011557;+031,90;+101,19
-00,085;+00,202;+00,002;+01,3350;-02,4570;-11,4280;+00,311039;-00,779484;+02,005166;+031,90;+101,17
-00,081;+00,205;+00,000;+00,2000;-02,9650;-11,5550;+00,270339;-00,634090;+01,860070;+031,90;+101,18
-00,074;+00,206;-00,001;-00,4150;-03,0710;-13,3470;+00,427721;-00,189744;+01,669604;+031,90;+101,19
-00,072;+00,211;+00,001;+00,2530;-03,4340;-12,5150;+00,606606;+00,350327;+01,375546;+031,90;+101,17
-00,069;+00,210;-00,003;+01,4250;-03,8730;-10,1980;+00,639073;+00,767603;+01,117976;+031,90;+101,17
-00,069;+00,213;-00,004;+01,7640;-03,6230;-08,7150;+00,570635;+01,042171;+00,878870;+031,90;+101,19
-00,067;+00,215;-00,009;+01,7660;-02,6420;-08,2390;+00,579824;+01,307319;+00,615249;+031,90;+101,17
-00,068;+00,216;-00,007;+01,6500;-01,0460;-08,3500;+00,772660;+01,597170;+00,376518;+031,90;+101,19
-00,068;+00,215;-00,013;+01,7720;+00,2750;-07,9500;+01,060767;+01,907921;+00,217244;+031,90;+101,19
-00,069;+00,219;-00,015;+01,7550;+00,8970;-07,3210;+01,288193;+02,189411;+00,128129;+031,90;+101,16
-00,071;+00,217;-00,023;+01,7370;+01,2130;-06,5780;+01,405062;+02,432035;+00,063185;+031,90;+101,17
-00,073;+00,221;-00,027;+01,3370;+01,7620;-06,5960;+01,458423;+02,643761;+00,019889;+031,90;+101,17
-00,075;+00,221;-00,035;+00,7620;+02,3380;-07,2760;+01,488418;+02,866687;+00,000161;+031,90;+101,19
-00,075;+00,224;-00,037;+00,4870;+02,6490;-07,4460;+01,516545;+03,086432;-00,004824;+031,90;+101,18
-00,077;+00,224;-00,047;+00,0530;+03,0350;-07,7430;+01,581721;+03,277189;-00,007528;+031,90;+101,18
-00,079;+00,224;-00,051;-00,7040;+03,6790;-08,2470;+01,670675;+03,460783;-00,009255;+031,90;+101,18
-00,079;+00,224;-00,058;-01,1900;+04,1800;-07,9440;+01,743496;+03,661390;+00,032975;+031,90;+101,19
-00,082;+00,228;-00,066;-01,5280;+04,7650;-07,6890;+01,778370;+03,810072;+00,124768;+031,90;+101,18
-00,082;+00,228;-00,076;-02,2000;+05,3740;-07,9780;+01,821631;+03,931937;+00,229941;+031,90;+101,19
-00,082;+00,229;-00,082;-02,5540;+05,5530;-07,9960;+01,868421;+03,995741;+00,335972;+031,90;+101,17
-00,081;+00,228;-00,091;-03,0050;+05,6410;-07,9390;+01,935261;+03,992445;+00,427851;+031,90;+101,16
-00,081;+00,231;-00,100;-03,2480;+05,9470;-08,0200;+02,032331;+03,955580;+00,513295;+031,90;+101,19
-00,080;+00,231;-00,108;-03,8070;+06,1040;-09,1070;+02,115940;+03,929651;+00,623492;+031,90;+101,18
-00,078;+00,231;-00,115;-04,7310;+05,8680;-10,2590;+02,173262;+03,987463;+00,753453;+031,90;+101,17
-00,073;+00,228;-00,127;-05,8340;+05,6320;-10,4920;+02,173143;+04,126252;+00,854014;+031,90;+101,17
-00,072;+00,232;-00,135;-06,4040;+05,7940;-10,3000;+02,165673;+04,175900;+00,948468;+031,90;+101,17
-00,066;+00,230;-00,143;-07,6220;+06,5750;-11,3150;+02,217890;+04,184176;+01,064520;+031,90;+101,17
-00,062;+00,232;-00,152;-08,3520;+07,1080;-13,2730;+02,436560;+04,184390;+01,218725;+031,90;+101,18
-00,055;+00,230;-00,162;-08,9900;+06,1570;-12,8730;+02,330609;+04,270897;+01,320821;+031,90;+101,16
-00,051;+00,231;-00,169;-10,0860;+05,7650;-13,7410;+02,246534;+04,262759;+01,420383;+031,90;+101,17
-00,042;+00,230;-00,178;-10,6880;+05,2110;-14,0790;+02,222288;+04,291213;+01,407091;+031,90;+101,17
-00,036;+00,230;-00,185;-11,0710;+04,7120;-13,9450;+02,221674;+04,282051;+01,317222;+031,90;+101,17
-00,029;+00,225;-00,196;-11,3920;+05,2070;-12,9220;+02,200432;+04,232307;+01,203267;+031,90;+101,20
-00,023;+00,228;-00,200;-11,6690;+06,6190;-11,9960;+02,119358;+04,114851;+01,182915;+031,90;+101,19
-00,016;+00,225;-00,206;-12,2120;+08,3890;-11,7690;+01,985310;+03,978313;+01,313325;+031,90;+101,17
-00,009;+00,225;-00,213;-12,9550;+09,9510;-12,1040;+01,884620;+03,874233;+01,534532;+031,90;+101,17
+00,002;+00,222;-00,218;-13,1440;+10,6950;-11,7670;+01,808631;+03,765108;+01,792143;+031,90;+101,17
+00,008;+00,221;-00,223;-13,3120;+09,6460;-10,3610;+01,641512;+03,593454;+01,987326;+031,90;+101,17
+00,020;+00,217;-00,227;-13,5890;+07,4270;-08,3570;+01,353503;+03,333653;+02,061375;+031,90;+101,19
+00,026;+00,218;-00,228;-14,0720;+04,7230;-06,9710;+00,990801;+02,991200;+01,982993;+031,90;+101,17
+00,037;+00,215;-00,229;-14,7140;+01,7100;-05,3730;+00,660148;+02,605807;+01,750613;+031,90;+101,19
+00,042;+00,215;-00,231;-15,9580;-00,7080;-02,8710;+00,425971;+02,174467;+01,404564;+031,90;+101,17
+00,049;+00,212;-00,231;-16,9830;-01,0620;+00,2690;+00,350837;+01,704644;+00,965242;+031,90;+101,19
+00,052;+00,215;-00,234;-16,7630;+00,7340;+02,7600;+00,381586;+01,079809;+00,567457;+031,90;+101,18
+00,055;+00,211;-00,233;-16,5920;+03,6050;+03,1220;+00,424914;+00,366894;+00,331497;+031,90;+101,17
+00,055;+00,211;-00,234;-16,4900;+05,5900;+01,2960;+00,198223;-00,225018;+00,320693;+031,90;+101,17
+00,056;+00,211;-00,233;-17,4700;+06,7040;-00,7290;-00,271130;-00,633158;+00,480616;+031,90;+101,19
+00,057;+00,213;-00,234;-07,5920;+06,4130;+02,4180;-01,871320;-02,472850;+00,516276;+031,90;+101,17
+00,054;+00,215;-00,227;-12,3760;+10,3290;-10,3340;-01,848928;-01,795083;+00,942036;+031,90;+101,17
+00,053;+00,219;-00,226;+24,2210;-02,1990;-14,6320;-01,643339;-02,669797;+00,714309;+031,90;+101,17
+00,050;+00,217;-00,224;+06,8710;-06,8600;-07,1330;-01,222334;-04,261637;+00,732706;+031,90;+101,19
+00,046;+00,222;-00,223;-15,6600;-04,7530;-03,8330;-01,313682;-04,475375;+00,091571;+031,90;+101,17
+00,040;+00,223;-00,220;-13,7280;+03,4000;-27,3770;-00,636837;-03,559382;-00,374351;+031,90;+101,19
+00,036;+00,225;-00,219;-08,9520;+06,6080;-24,8650;-00,655614;-02,720404;-00,066127;+031,90;+101,19
+00,033;+00,223;-00,216;-01,4680;+06,0190;-07,2840;-00,544867;-02,526151;+00,342973;+031,90;+101,17
+00,030;+00,225;-00,217;+01,5020;+01,2660;-03,8180;+00,062307;-02,720588;+00,275177;+031,90;+101,17
+00,026;+00,222;-00,219;-00,6210;-03,8640;-04,7490;+00,419733;-03,084280;+00,172917;+031,90;+101,19
+00,025;+00,224;-00,222;-03,2090;-05,0440;-08,3250;+00,832296;-03,441637;-00,002813;+031,90;+101,17
+00,019;+00,223;-00,221;-05,9230;-05,2130;-12,5070;+00,946130;-03,595370;-00,107570;+031,90;+101,17
+00,017;+00,224;-00,225;-14,5470;-04,2800;-23,6480;-00,099502;-02,997529;+00,242598;+031,90;+101,17
+00,012;+00,221;-00,219;-19,8910;-02,9950;-24,9580;-00,986122;-01,691737;+00,309964;+031,90;+101,19
+00,012;+00,223;-00,219;-04,2560;-00,1140;-10,9950;-01,168334;-00,927248;+00,252225;+031,90;+101,17
+00,010;+00,225;-00,217;-03,4280;+02,4220;-11,5470;-01,041325;-00,951197;+00,248810;+031,90;+101,19
+00,010;+00,228;-00,214;-06,5150;-00,6150;-11,7110;-01,049420;-00,631663;+00,221538;+031,90;+101,17
+00,010;+00,226;-00,209;-04,1390;-01,2730;-10,0310;-01,140350;-00,437803;+00,181014;+031,90;+101,19
+00,010;+00,231;-00,210;-04,8420;+01,0830;-11,4480;-01,113305;-00,296041;+00,205545;+031,90;+101,17
+00,011;+00,228;-00,206;-04,8230;+00,3080;-11,1810;-01,055851;-00,059156;+00,162833;+031,90;+101,18
+00,011;+00,234;-00,201;-03,5050;+00,7580;-10,2390;-00,904402;-00,007850;+00,121824;+031,90;+101,17
+00,011;+00,230;-00,201;-03,5500;+00,9550;-10,1170;-00,728648;-00,004080;+00,090707;+031,90;+101,17
+00,011;+00,234;-00,200;-03,1970;+00,6430;-09,6300;-00,590634;-00,020182;+00,053345;+031,90;+101,17
+00,011;+00,233;-00,195;-03,2870;+00,6610;-09,8260;-00,448203;-00,058681;+00,031074;+031,90;+101,17
+00,011;+00,235;-00,199;-04,1270;+00,5310;-10,1390;-00,314950;-00,029133;+00,006420;+031,90;+101,19
+00,012;+00,234;-00,196;-03,3540;-00,0320;-09,1820;-00,260877;-00,011021;-00,021976;+031,90;+101,19
+00,012;+00,234;-00,197;-03,4150;+00,0070;-09,2610;-00,217606;-00,020604;-00,032165;+031,90;+101,19
+00,013;+00,231;-00,195;-03,4710;-00,1910;-09,0440;-00,174630;-00,025556;-00,043581;+031,90;+101,18
+00,012;+00,235;-00,195;-02,9970;-00,5160;-08,6160;-00,146283;-00,061067;-00,054386;+031,90;+101,18
+00,011;+00,234;-00,194;-02,8950;-00,0380;-08,7230;-00,092997;-00,115185;-00,051443;+031,90;+101,17
+00,010;+00,236;-00,195;-03,2020;+00,1230;-08,9130;-00,060417;-00,148849;-00,059490;+031,90;+101,16
+00,010;+00,235;-00,194;-03,0260;+00,1100;-08,6930;-00,011380;-00,166710;-00,074668;+031,90;+101,17
+00,010;+00,235;-00,195;-03,2730;-00,1320;-08,8720;+00,022906;-00,195861;-00,082938;+031,90;+101,16
+00,010;+00,235;-00,192;-03,8470;-00,3230;-09,5040;+00,031865;-00,157561;-00,069536;+031,90;+101,19
+00,010;+00,236;-00,194;-02,6650;-00,0880;-08,7500;-00,019223;-00,147007;-00,081341;+031,90;+101,19
+00,009;+00,234;-00,192;-03,1230;-00,6390;-08,3110;-00,013985;-00,232142;-00,073877;+031,90;+101,17
+00,009;+00,237;-00,195;-02,6790;-00,0930;-08,2350;+00,007612;-00,295600;-00,073227;+031,90;+101,19
+00,008;+00,235;-00,193;-02,3590;-00,6270;-08,0260;+00,092756;-00,467226;-00,072003;+031,90;+101,18
+00,007;+00,236;-00,195;-02,8680;+00,2870;-08,4260;+00,167584;-00,590861;-00,077463;+031,90;+101,17
+00,006;+00,234;-00,195;-03,3800;-00,1100;-09,2210;+00,194763;-00,663690;-00,087137;+031,90;+101,18
+00,006;+00,235;-00,197;-03,7890;-00,3940;-09,1970;+00,149225;-00,689141;-00,072827;+031,90;+101,18
+00,005;+00,235;-00,196;-03,3860;-00,2680;-09,0620;+00,121391;-00,742182;-00,059527;+031,90;+101,17
+00,004;+00,234;-00,196;-04,1350;-00,4770;-09,4570;+00,078197;-00,736646;-00,027384;+031,90;+101,17
+00,004;+00,233;-00,193;-04,3140;-00,1190;-09,5160;+00,013621;-00,671206;+00,005050;+031,90;+101,19
+00,002;+00,234;-00,197;-04,4180;-00,2110;-09,2650;+00,002034;-00,570179;+00,027286;+031,90;+101,17
+00,002;+00,234;-00,196;-04,4230;-00,2410;-09,1490;-00,002596;-00,523875;+00,027004;+031,90;+101,17
+00,002;+00,234;-00,197;-04,4660;-00,2300;-09,0900;-00,008840;-00,471948;+00,024698;+031,90;+101,16
+00,001;+00,232;-00,195;-04,4600;-00,1440;-09,0800;-00,004676;-00,429714;+00,023628;+031,90;+101,17
+00,001;+00,234;-00,195;-04,7180;-00,1560;-09,1180;-00,006947;-00,350812;+00,021632;+031,90;+101,19
+00,001;+00,233;-00,194;-04,4380;-00,0230;-08,9080;+00,005132;-00,267938;+00,002929;+031,90;+101,19
00,000;+00,235;-00,196;-04,1570;-00,3100;-08,7870;+00,017674;-00,233324;+00,000598;+031,90;+101,18
+00,001;+00,231;-00,196;-04,6620;-00,1960;-08,9650;+00,026416;-00,187093;-00,000886;+031,90;+101,16
+00,001;+00,234;-00,197;-04,7990;-00,1030;-09,0170;+00,024766;-00,099627;-00,010922;+031,90;+101,19
00,000;+00,232;-00,196;-04,8410;-00,0090;-08,9570;+00,006364;+00,001769;-00,031424;+031,90;+101,18
+00,001;+00,235;-00,196;-04,4370;-00,1970;-08,7420;-00,008348;+00,072215;-00,049562;+031,90;+101,19
+00,001;+00,234;-00,194;-04,0690;-00,3680;-08,5280;+00,006381;+00,112397;-00,052854;+031,90;+101,19
+00,000;+00,234;-00,196;-03,0250;-00,7160;-08,2510;+00,065557;+00,050461;-00,030708;+031,90;+101,17
+00,001;+00,232;-00,195;-03,6620;-00,4160;-08,4260;+00,091210;-00,063256;-00,001974;+031,90;+101,17
+00,001;+00,234;-00,194;-03,5510;-00,2520;-08,3050;+00,086762;-00,148275;-00,000093;+031,90;+101,17
+00,001;+00,231;-00,197;-04,0700;-00,0500;-08,6760;+00,073053;-00,180703;-00,003143;+031,90;+101,17
00,000;+00,235;-00,196;-04,1300;-00,0870;-08,6740;+00,047552;-00,204458;-00,006079;+031,90;+101,17
+00,000;+00,232;-00,198;-04,1870;-00,2340;-08,7260;+00,023097;-00,206917;-00,002323;+031,90;+101,17
00,000;+00,235;-00,195;-04,1630;-00,2430;-08,7910;+00,005305;-00,236964;+00,010535;+031,90;+101,17
-00,002;+00,234;-00,199;-04,3000;-00,2530;-08,7730;-00,007208;-00,260221;+00,027507;+031,90;+101,17
-00,001;+00,234;-00,198;-04,2370;-00,2530;-08,6610;-00,019668;-00,276581;+00,045830;+031,90;+101,18
+00,000;+00,232;-00,194;-04,1250;-00,1980;-08,5390;-00,042981;-00,290113;+00,046509;+031,90;+101,17
-00,001;+00,233;-00,197;-04,1670;-00,1600;-08,4740;-00,088316;-00,289566;+00,057804;+031,90;+101,19
-00,001;+00,232;-00,194;-04,3760;-00,2640;-08,5090;-00,123105;-00,328242;+00,073662;+031,90;+101,17
-00,001;+00,235;-00,195;-04,2560;+00,0730;-08,5370;-00,189246;-00,376258;+00,056570;+031,90;+101,17
-00,002;+00,232;-00,195;-03,9110;+00,1990;-08,3660;-00,272441;-00,466193;+00,022080;+031,90;+101,17
-00,002;+00,236;-00,194;-04,3620;-00,0470;-08,5020;-00,325102;-00,567744;+00,002474;+031,90;+101,17
-00,003;+00,233;-00,191;-04,4020;-00,1220;-08,6100;-00,294769;-00,669789;-00,014235;+031,90;+101,17
-00,004;+00,234;-00,192;-04,2020;-00,3480;-08,5650;-00,287398;-00,873233;-00,041315;+031,90;+101,16
-00,004;+00,235;-00,190;-04,0930;-00,3960;-08,5330;-00,226164;-01,049451;+00,010808;+031,90;+101,19
-00,005;+00,238;-00,190;-04,6820;-01,0400;-08,8490;-00,219060;-01,291707;+00,092942;+031,90;+101,17
-00,006;+00,235;-00,188;-05,5880;-00,6740;-08,9250;-00,367793;-01,666999;+00,202812;+031,90;+101,17
-00,007;+00,235;-00,189;-03,9220;-01,1290;-08,9600;-00,520776;-01,771578;+00,312952;+031,90;+101,17
-00,009;+00,238;-00,184;-03,7540;-01,0610;-08,7150;-00,829339;-02,416788;+00,429312;+031,90;+101,17
-00,009;+00,240;-00,183;-04,5850;-00,3670;-09,0810;-00,910954;-02,870792;+00,586538;+031,90;+101,17
-00,010;+00,240;-00,177;-04,0920;-01,0950;-10,0280;-01,273701;-03,720517;+00,773847;+031,90;+101,17
-00,011;+00,241;-00,178;-03,2850;-00,8840;-10,7270;-01,508284;-04,783850;+00,979017;+031,90;+101,17
-00,012;+00,243;-00,165;-06,3710;-00,1320;-11,1560;-02,300106;-06,263928;+01,151041;+031,90;+101,17
-00,013;+00,245;-00,162;-06,1200;+00,9870;-15,6020;-02,595128;-07,734038;+01,155038;+031,90;+101,17
-00,017;+00,244;-00,148;-09,8330;+00,5770;-19,6820;-03,081854;-08,270091;+01,025239;+031,90;+101,17
-00,018;+00,249;-00,145;-11,7170;+01,4620;-30,8320;-02,133937;-07,143686;+00,744257;+031,90;+101,18
-00,019;+00,249;-00,132;-07,7890;+01,0220;-25,5520;-01,557173;-06,469802;+00,733296;+031,90;+101,17
-00,020;+00,252;-00,128;-01,8560;-02,1680;-18,6300;-01,223852;-05,537360;+00,945486;+031,90;+101,18
-00,017;+00,252;-00,119;-08,3910;+05,8030;-17,1150;-00,444839;-05,232070;+01,645065;+031,90;+101,18
-00,014;+00,253;-00,119;-28,1560;+07,5180;-33,6370;-00,572743;-02,437125;+01,247271;+031,90;+101,18
-00,012;+00,253;-00,118;-02,5460;+03,0550;-28,3240;+00,822081;-01,163343;+01,220328;+031,90;+101,19
-00,008;+00,254;-00,122;-00,0140;-02,1810;-14,1720;+01,351608;-00,354557;+01,365806;+031,90;+101,19
-00,004;+00,253;-00,120;+01,6610;-05,4140;-07,1890;+01,000379;-00,363359;+01,400949;+031,90;+101,19
-00,002;+00,256;-00,127;+01,0130;-05,6300;-07,6580;+00,547658;-00,388786;+01,264510;+031,90;+101,19
+00,002;+00,253;-00,127;+00,2590;-04,2420;-10,1520;+00,462565;-00,064231;+00,991742;+031,90;+101,19
+00,004;+00,255;-00,129;+00,5320;-03,0820;-10,4150;+00,726589;+00,409740;+00,683670;+031,90;+101,19
+00,007;+00,255;-00,129;+01,9200;-02,1960;-08,6770;+01,072857;+00,833934;+00,406867;+031,90;+101,19
+00,007;+00,256;-00,134;+02,5350;-01,6560;-07,0470;+01,328210;+01,118651;+00,194632;+031,90;+101,18
+00,008;+00,251;-00,136;+02,4800;-00,6770;-06,7530;+01,418206;+01,365969;+00,049896;+031,90;+101,17
+00,008;+00,255;-00,138;+02,0360;+01,1130;-07,4360;+01,517380;+01,639412;-00,032961;+031,90;+101,17
+00,010;+00,249;-00,145;+01,6230;+02,7840;-07,6640;+01,693268;+01,967310;-00,049707;+031,90;+101,20
+00,011;+00,252;-00,148;+01,1530;+04,7340;-06,4050;+01,985498;+02,286351;-00,057302;+031,90;+101,18
+00,013;+00,251;-00,155;+01,3210;+04,0640;-06,3440;+02,138100;+02,535424;+00,025817;+031,90;+101,19
+00,015;+00,252;-00,162;+00,6710;+04,2390;-05,6220;+02,027485;+02,726654;+00,160599;+031,90;+101,17
+00,018;+00,248;-00,166;-00,0940;+04,1760;-05,0520;+01,886761;+02,863086;+00,291040;+031,90;+101,18
+00,020;+00,249;-00,173;-00,6580;+04,4210;-04,4730;+01,830258;+02,897389;+00,391152;+031,90;+101,17
+00,024;+00,248;-00,175;-01,1380;+04,5420;-04,3050;+01,921621;+02,873821;+00,468048;+031,90;+101,19
+00,027;+00,246;-00,182;-02,1130;+04,7420;-05,1350;+02,089755;+02,866928;+00,491473;+031,90;+101,17
+00,032;+00,243;-00,186;-03,7510;+04,9330;-07,2360;+02,269919;+02,974220;+00,499888;+031,90;+101,17
+00,036;+00,245;-00,190;-04,9330;+04,9660;-08,9160;+02,339648;+03,230098;+00,515659;+031,90;+101,17
+00,042;+00,239;-00,198;-04,9700;+05,8050;-09,0670;+02,344639;+03,499974;+00,582837;+031,90;+101,18
