UncompMagX;UncompMagY;UncompMagZ;UncompAccX;UncompAccY;UncompAccZ;UncompGyroX;UncompGyroY;UncompGyroZ;Temperature;Pressure
-00,158;+00,132;-00,195;-15,0970;-12,3560;+00,1970;-00,856010;-05,552774;-00,179909;+031,90;+101,16
-00,162;+00,130;-00,178;-16,0380;-02,7390;-11,7820;-00,597929;-04,331251;-00,832589;+031,90;+101,17
-00,168;+00,133;-00,176;-12,3230;+07,9930;-30,4020;-00,388039;-03,374759;-00,836239;+031,90;+101,17
-00,171;+00,127;-00,169;-09,0720;+16,5610;-20,6670;-00,227269;-02,603777;-00,057737;+031,90;+101,17
-00,172;+00,130;-00,166;-02,8890;+14,6760;-11,5120;+00,175538;-02,339235;+00,526249;+031,90;+101,17
-00,173;+00,129;-00,158;-01,6320;+05,5640;-10,2160;+00,741085;-02,397742;+00,705781;+031,90;+101,17
-00,173;+00,133;-00,157;-03,7940;-07,0940;-09,1910;+00,980581;-02,422456;+00,536999;+031,90;+101,17
-00,174;+00,131;-00,153;-07,6420;-15,4990;-13,1370;+00,760528;-02,380334;+00,018946;+031,90;+101,17
-00,176;+00,134;-00,152;-10,3910;-11,2800;-15,6980;+00,329154;-02,004500;-00,248238;+031,90;+101,17
-00,178;+00,130;-00,145;-06,2160;-01,2080;-13,6290;-00,039542;-01,626033;-00,172908;+031,90;+101,16
-00,177;+00,132;-00,144;-06,5330;+03,0450;-14,1500;-00,345774;-01,356579;+00,166297;+031,90;+101,17
-00,178;+00,130;-00,136;-05,0300;-03,9150;-12,3810;-00,499785;-01,097159;+00,122828;+031,90;+101,19
-00,179;+00,131;-00,137;-07,6220;-04,8470;-12,1340;-00,866881;-00,791214;+00,125643;+031,90;+101,17
-00,178;+00,131;-00,133;-03,9530;+02,6820;-10,7240;-00,996219;-00,611960;+00,172655;+031,90;+101,17
-00,180;+00,132;-00,135;-03,5120;+02,5530;-10,2960;-00,856004;-00,397209;+00,190199;+031,90;+101,17
-00,178;+00,134;-00,128;-04,0130;-02,2010;-09,2280;-00,902724;-00,344306;+00,172437;+031,90;+101,16
-00,180;+00,136;-00,128;-03,7080;-00,3830;-09,8250;-00,992991;-00,302902;+00,205913;+031,90;+101,17
-00,178;+00,136;-00,125;-04,0740;+02,5550;-10,9850;-00,829547;-00,225375;+00,178167;+031,90;+101,17
-00,178;+00,136;-00,126;-03,7330;+01,2700;-10,3630;-00,638243;-00,170981;+00,110806;+031,90;+101,17
-00,177;+00,135;-00,122;-03,5540;-00,0150;-09,5140;-00,597767;-00,142855;+00,088380;+031,90;+101,17
-00,177;+00,139;-00,123;-03,2610;+00,5840;-09,3950;-00,565884;-00,122947;+00,082867;+031,90;+101,17
-00,178;+00,136;-00,119;-03,2170;+00,8720;-09,6240;-00,519727;-00,124613;+00,060563;+031,90;+101,19
-00,178;+00,137;-00,122;-03,4500;+00,0820;-08,9970;-00,476250;-00,115317;+00,037944;+031,90;+101,17
-00,177;+00,136;-00,119;-02,5480;-00,6810;-07,8790;-00,582868;-00,119679;+00,044604;+031,90;+101,17
-00,178;+00,138;-00,120;-04,2220;+02,1310;-11,1290;-00,365285;-00,107093;+00,006374;+031,90;+101,19
-00,177;+00,140;-00,118;-03,1360;+01,3370;-09,4160;-00,170462;-00,139003;-00,099740;+031,90;+101,17
-00,178;+00,137;-00,118;-03,5260;+00,0450;-09,7930;-00,070412;-00,160357;-00,115549;+031,90;+101,19
-00,178;+00,136;-00,116;-03,9620;+00,2320;-09,8130;-00,053494;-00,132608;-00,088206;+031,90;+101,17
-00,179;+00,137;-00,119;-03,3770;+00,0750;-09,2160;-00,058195;-00,111220;-00,076856;+031,90;+101,17
-00,178;+00,138;-00,115;-03,1990;+00,2880;-09,0290;-00,029259;-00,135228;-00,069816;+031,90;+101,17
-00,178;+00,137;-00,118;-03,3310;+00,2980;-09,1290;-00,006928;-00,154006;-00,072798;+031,90;+101,17
-00,179;+00,136;-00,115;-03,2270;+00,1270;-08,8650;+00,018216;-00,150958;-00,070155;+031,90;+101,16
-00,178;+00,138;-00,116;-02,9140;+00,1720;-08,7350;+00,086080;-00,205150;-00,066203;+031,90;+101,17
-00,178;+00,135;-00,115;-03,3420;+00,1260;-09,0980;+00,137641;-00,257736;-00,055724;+031,90;+101,17
-00,180;+00,137;-00,113;-03,4410;+00,2530;-09,0320;+00,153607;-00,263880;-00,052943;+031,90;+101,16
-00,179;+00,136;-00,114;-03,4370;+00,1890;-09,0140;+00,170147;-00,281832;-00,053373;+031,90;+101,17
-00,179;+00,136;-00,115;-03,7510;+00,1830;-09,1490;+00,157430;-00,269628;-00,046817;+031,90;+101,17
-00,180;+00,135;-00,111;-03,5910;+00,1440;-09,0430;+00,149569;-00,260619;-00,041954;+031,90;+101,17
-00,181;+00,137;-00,112;-03,5000;+00,2570;-09,1120;+00,106144;-00,260872;-00,047952;+031,90;+101,17
-00,179;+00,134;-00,112;-03,6500;-00,0120;-09,1030;+00,061355;-00,245404;-00,033693;+031,90;+101,17
-00,180;+00,136;-00,113;-03,7230;+00,1820;-09,0170;+00,039929;-00,227676;-00,030424;+031,90;+101,17
-00,180;+00,136;-00,112;-03,3940;-00,0370;-08,8210;+00,053560;-00,220116;-00,027414;+031,90;+101,17
-00,180;+00,138;-00,113;-03,3420;-00,0330;-08,8340;+00,077403;-00,229516;-00,017284;+031,90;+101,17
-00,181;+00,136;-00,111;-03,6010;+00,0400;-08,8830;+00,092196;-00,215928;-00,008914;+031,90;+101,17
-00,181;+00,138;-00,111;-03,4850;-00,0460;-08,8790;+00,110661;-00,194328;-00,002135;+031,90;+101,19
-00,179;+00,136;-00,111;-03,5460;+00,0100;-08,9010;+00,120121;-00,188794;+00,009184;+031,90;+101,17
-00,179;+00,138;-00,113;-03,6500;+00,0740;-08,8960;+00,129373;-00,210596;+00,014342;+031,90;+101,17
-00,179;+00,135;-00,107;-03,5150;+00,0820;-08,8010;+00,135720;-00,218406;+00,011464;+031,90;+101,16
-00,181;+00,136;-00,110;-03,5310;+00,0590;-08,8230;+00,124743;-00,249836;+00,011610;+031,90;+101,17
-00,180;+00,135;-00,110;-03,9720;-00,1180;-08,8830;+00,111461;-00,238442;+00,019288;+031,90;+101,16
-00,180;+00,136;-00,111;-03,9160;+00,0790;-08,8930;+00,099183;-00,184584;+00,019361;+031,90;+101,16
-00,180;+00,137;-00,110;-03,8170;-00,0390;-08,8970;+00,092392;-00,162103;+00,021051;+031,90;+101,17
-00,181;+00,137;-00,111;-03,6850;+00,0590;-08,8210;+00,097868;-00,164950;+00,022911;+031,90;+101,17
-00,180;+00,136;-00,108;-03,7960;+00,0120;-08,9150;+00,092334;-00,180379;+00,024937;+031,90;+101,17
-00,180;+00,137;-00,108;-03,5980;+00,0920;-08,8190;+00,058680;-00,195064;+00,023027;+031,90;+101,18
-00,180;+00,138;-00,109;-03,5740;-00,0140;-08,8300;+00,015197;-00,250133;+00,015522;+031,90;+101,17
-00,180;+00,138;-00,108;-04,0400;-00,0060;-08,9510;-00,013174;-00,292739;+00,018765;+031,90;+101,19
-00,180;+00,135;-00,108;-04,0390;+00,0360;-08,9130;-00,036491;-00,309153;+00,020657;+031,90;+101,17
-00,179;+00,139;-00,108;-03,9280;+00,1320;-08,8320;-00,071570;-00,341134;+00,023961;+031,90;+101,19
-00,179;+00,137;-00,105;-04,3940;+00,0030;-08,8060;-00,148212;-00,395454;-00,008627;+031,90;+101,16
-00,181;+00,137;-00,105;-04,1730;+00,1390;-08,7750;-00,226885;-00,466336;-00,026946;+031,90;+101,17
-00,180;+00,135;-00,101;-04,1360;+00,1280;-08,8560;-00,235562;-00,496380;-00,032185;+031,90;+101,19
-00,181;+00,137;-00,105;-03,8760;+00,1210;-08,8070;-00,215689;-00,537371;-00,059056;+031,90;+101,17
-00,180;+00,136;-00,099;-04,1900;+00,1110;-08,9740;-00,170402;-00,590105;-00,074227;+031,90;+101,17
-00,180;+00,138;-00,100;-04,2170;+00,1350;-08,9180;-00,133243;-00,672449;-00,099534;+031,90;+101,17
-00,181;+00,136;-00,095;-04,2110;+00,1340;-08,8970;-00,079676;-00,829550;-00,127289;+031,90;+101,17
-00,180;+00,137;-00,097;-04,4420;+00,1460;-08,9960;-00,036977;-00,892886;-00,121705;+031,90;+101,16
-00,181;+00,135;-00,095;-03,9030;+00,2150;-08,6420;+00,003855;-00,881081;-00,159663;+031,90;+101,17
-00,181;+00,135;-00,093;-04,1270;-00,0190;-08,7190;-00,021416;-00,978304;-00,115377;+031,90;+101,17
-00,181;+00,135;-00,090;-04,5230;-00,2180;-08,7250;+00,037388;-01,238011;-00,030175;+031,90;+101,17
-00,181;+00,136;-00,087;-03,5900;+00,3990;-08,3190;-00,018305;-01,401976;+00,068503;+031,90;+101,17
-00,181;+00,136;-00,082;-04,2500;-00,6140;-08,5260;+00,066799;-01,814646;+00,133987;+031,90;+101,17
-00,180;+00,136;-00,082;-03,1950;-00,6990;-09,2350;-00,230509;-02,482453;+00,211544;+031,90;+101,19
-00,178;+00,135;-00,071;-03,3530;-01,5540;-10,7880;-00,554163;-03,288442;+00,323918;+031,90;+101,17
-00,177;+00,138;-00,066;-08,0100;-00,5340;-09,9890;-00,825406;-04,439763;+00,421316;+031,90;+101,17
-00,174;+00,139;-00,053;-03,5510;+00,6450;-11,3000;-01,057788;-05,385335;+00,637768;+031,90;+101,17
-00,172;+00,139;-00,046;-04,4810;+01,1720;-15,8550;-01,178608;-06,518861;+00,619209;+031,90;+101,19
-00,163;+00,140;-00,025;-08,5540;+01,1710;-12,9620;-01,628626;-07,766521;+00,621534;+031,90;+101,19
-00,160;+00,140;-00,012;-08,9900;+01,4770;-20,4740;-01,071173;-08,032217;+00,380588;+031,90;+101,16
-00,150;+00,139;+00,005;-08,1710;+02,4290;-31,4120;-00,465832;-06,430500;+00,057386;+031,90;+101,17
-00,144;+00,139;+00,016;-06,5390;+01,4340;-20,0270;-00,325603;-06,576763;-00,205950;+031,90;+101,17
-00,136;+00,139;+00,027;-02,9590;-00,7410;-15,3940;-00,943427;-06,257642;-00,252013;+031,90;+101,17
-00,131;+00,138;+00,034;-01,2530;+00,0980;-09,2270;-01,186664;-05,950645;+00,348759;+031,90;+101,16
-00,119;+00,135;+00,048;-41,4920;+05,1100;-35,0600;-00,222664;-03,965349;+01,186313;+031,90;+101,18
-00,114;+00,140;+00,049;-08,0160;+03,9170;-33,4600;-00,427738;-01,835426;+01,404741;+031,90;+101,17
-00,108;+00,142;+00,053;-03,6400;+01,7800;-20,8280;+00,182531;-01,180912;+01,626347;+031,90;+101,19
-00,105;+00,145;+00,054;-01,5950;-01,0520;-12,8550;+00,277974;-00,909075;+01,722048;+031,90;+101,17
-00,100;+00,147;+00,053;-01,5740;-04,0460;-11,4420;+00,017011;-00,944877;+01,708167;+031,90;+101,16
-00,097;+00,150;+00,055;-03,4570;-05,5250;-14,0030;-00,286517;-00,562288;+01,539641;+031,90;+101,17
-00,093;+00,149;+00,056;-03,2840;-05,6210;-14,5950;-00,404509;+00,001456;+01,208604;+031,90;+101,17
-00,092;+00,151;+00,057;-02,2080;-05,5440;-13,1190;-00,408868;+00,503622;+00,846670;+031,90;+101,17
-00,091;+00,151;+00,057;-01,8290;-05,0000;-11,6410;-00,329482;+00,892349;+00,490575;+031,90;+101,17
-00,092;+00,153;+00,055;-01,6210;-04,1580;-10,1440;-00,199439;+01,255493;+00,099043;+031,90;+101,17
-00,094;+00,152;+00,054;-01,3380;-02,9340;-09,2600;-00,094422;+01,562480;-00,183303;+031,90;+101,17
-00,096;+00,153;+00,053;-01,7670;-00,8170;-09,6750;+00,040185;+01,881745;-00,335121;+031,90;+101,17
-00,101;+00,154;+00,047;-01,7180;+00,8350;-08,8870;+00,190269;+02,239765;-00,334688;+031,90;+101,17
-00,103;+00,154;+00,043;-01,5310;+01,3350;-07,4140;+00,246987;+02,539618;-00,185206;+031,90;+101,17
-00,108;+00,152;+00,039;-01,2000;+01,6920;-06,0210;+00,296682;+02,739250;-00,009393;+031,90;+101,16
-00,111;+00,153;+00,034;-01,2280;+01,3440;-05,5860;+00,357521;+02,860830;+00,126916;+031,90;+101,17
-00,115;+00,155;+00,033;-01,5780;+00,7730;-05,9720;+00,442648;+02,994227;+00,203131;+031,90;+101,16
-00,116;+00,156;+00,027;-01,8310;+00,3660;-05,9660;+00,541947;+03,177313;+00,229712;+031,90;+101,17
-00,120;+00,158;+00,020;-02,0550;+00,2030;-05,6910;+00,670945;+03,356853;+00,220918;+031,90;+101,18
-00,124;+00,159;+00,015;-02,2780;-00,1130;-05,2090;+00,803348;+03,500290;+00,183167;+031,90;+101,17
-00,128;+00,161;+00,010;-02,5970;-00,5780;-05,2990;+00,905046;+03,588168;+00,111764;+031,90;+101,16
-00,131;+00,164;+00,002;-03,2290;-01,1600;-05,7150;+00,976198;+03,711707;-00,027309;+031,90;+101,16
-00,134;+00,164;-00,008;-03,4630;-01,5740;-06,1360;+01,035952;+03,837699;-00,200294;+031,90;+101,17
-00,138;+00,166;-00,015;-03,7590;-01,6070;-05,8520;+01,112674;+03,970653;-00,405812;+031,90;+101,17
-00,142;+00,165;-00,023;-03,6010;-01,3830;-05,0770;+01,167862;+04,050858;-00,615822;+031,90;+101,17
-00,145;+00,166;-00,031;-03,8430;-00,8810;-04,9960;+01,205346;+04,065973;-00,787706;+031,90;+101,16
-00,150;+00,165;-00,041;-04,1360;-00,3890;-05,4240;+01,214833;+04,078022;-00,925872;+031,90;+101,17
-00,152;+00,166;-00,049;-04,4070;+00,3840;-05,4520;+01,227665;+04,073563;-01,037041;+031,90;+101,17
-00,156;+00,163;-00,061;-04,3300;+01,5080;-05,3090;+01,259091;+04,023484;-01,107220;+031,90;+101,17
-00,158;+00,163;-00,070;-04,7210;+03,2280;-06,5550;+01,351928;+03,932484;-01,108232;+031,90;+101,17
-00,161;+00,159;-00,080;-05,2800;+04,3330;-08,4400;+01,400281;+03,936219;-01,019860;+031,90;+101,17
-00,163;+00,159;-00,087;-06,1420;+04,5680;-10,6990;+01,337774;+04,020328;-00,828793;+031,90;+101,17
-00,164;+00,158;-00,100;-07,4310;+04,4870;-12,0540;+01,266374;+04,185018;-00,629871;+031,90;+101,17
-00,165;+00,158;-00,110;-08,5280;+03,4130;-12,1890;+01,165321;+04,340304;-00,490333;+031,90;+101,16
-00,164;+00,156;-00,117;-09,8510;+02,0970;-12,1850;+01,070797;+04,501430;-00,486502;+031,90;+101,17
-00,164;+00,155;-00,129;-10,9280;+00,6230;-12,6390;+00,956922;+04,630413;-00,597835;+031,90;+101,17
-00,163;+00,153;-00,139;-11,8060;-00,1350;-11,7030;+00,834368;+04,734019;-00,786606;+031,90;+101,17
-00,163;+00,152;-00,150;-12,5830;+01,2560;-10,0310;+00,784855;+04,622622;-00,991812;+031,90;+101,17
-00,160;+00,148;-00,161;-15,1560;+02,8430;-11,2930;+00,765647;+04,405344;-01,097783;+031,90;+101,16
-00,161;+00,148;-00,170;-17,0320;+03,8400;-12,0500;+00,643670;+04,273727;-01,097511;+031,90;+101,17
-00,157;+00,143;-00,176;-17,1980;+04,8890;-10,5650;+00,425153;+04,103216;-00,964703;+031,90;+101,17
-00,156;+00,145;-00,185;-16,1220;+06,0200;-08,2580;+00,196228;+03,778729;-00,699072;+031,90;+101,19
-00,153;+00,141;-00,191;-15,4620;+05,7640;-06,9850;+00,118854;+03,354158;-00,385309;+031,90;+101,17
-00,150;+00,142;-00,197;-15,0390;+02,7820;-07,0310;+00,126643;+02,909115;-00,175402;+031,90;+101,17
-00,148;+00,140;-00,201;-16,0260;-01,4960;-07,3380;+00,022955;+02,527086;-00,189620;+031,90;+101,17
-00,145;+00,142;-00,206;-17,2110;-03,9920;-05,8730;-00,077446;+02,221718;-00,445270;+031,90;+101,16
-00,143;+00,139;-00,209;-17,3510;-04,8920;-03,3840;-00,148930;+01,839792;-00,758579;+031,90;+101,17
-00,143;+00,140;-00,211;-17,3250;-03,2480;-00,9040;-00,147034;+01,403589;-01,013564;+031,90;+101,17
-00,144;+00,137;-00,214;-16,3860;+00,2740;+01,3290;-00,020549;+00,821763;-01,044845;+031,90;+101,17
-00,143;+00,137;-00,216;-15,6650;+04,9000;+02,2640;+00,241811;+00,122200;-00,747679;+031,90;+101,17
-00,144;+00,134;-00,214;-15,3530;+07,5890;+00,8030;+00,536242;-00,549019;-00,183386;+031,90;+101,16
-00,145;+00,135;-00,217;-15,2440;+07,6910;-01,7780;+00,640536;-01,032053;+00,459938;+031,90;+101,17
-00,145;+00,134;-00,212;-05,9710;-03,5130;+07,9680;-00,578191;-02,002877;-00,185106;+031,90;+101,17
-00,148;+00,137;-00,209;-10,5990;+03,8580;-18,0500;-01,006340;-01,958105;+00,985860;+031,90;+101,17
-00,150;+00,137;-00,202;+17,7350;+00,1900;-16,2480;-00,316442;-02,198042;+00,408942;+031,90;+101,17
-00,152;+00,141;-00,201;+05,2440;-01,4810;-09,3210;+00,011275;-03,639091;+00,235414;+031,90;+101,17
-00,155;+00,139;-00,190;-10,8780;-05,4230;-06,4970;-00,525413;-03,679015;+00,233040;+031,90;+101,17
-00,158;+00,139;-00,187;-10,8900;+00,2400;-13,5990;-00,789651;-03,070296;+00,132978;+031,90;+101,16
-00,161;+00,142;-00,178;-05,8560;+02,5580;-20,5240;-00,371940;-02,681347;-00,041894;+031,90;+101,17
-00,162;+00,144;-00,174;-03,5530;+04,8520;-12,0470;-00,118938;-02,415719;+00,128928;+031,90;+101,17
-00,164;+00,141;-00,168;-01,7170;+05,0510;-08,7740;+00,182509;-02,452909;+00,238994;+031,90;+101,17
-00,166;+00,145;-00,166;-02,8320;+02,2460;-11,0360;+00,454453;-02,453424;+00,281421;+031,90;+101,17
-00,167;+00,142;-00,162;-04,4010;-01,9380;-11,8480;+00,452170;-02,402937;+00,278882;+031,90;+101,17
-00,168;+00,145;-00,157;-06,6250;-06,4350;-12,9460;+00,256613;-02,172132;+00,192711;+031,90;+101,17
-00,170;+00,143;-00,154;-07,5800;-08,7360;-14,2630;-00,185597;-01,981615;+00,013869;+031,90;+101,17
-00,169;+00,145;-00,148;-06,7140;-07,0510;-14,6880;-00,915496;-01,717003;+00,026091;+031,90;+101,17
-00,170;+00,145;-00,146;-06,1080;-00,1610;-13,3480;-01,226174;-01,405809;+00,118242;+031,90;+101,17
-00,172;+00,146;-00,141;-04,5060;+02,9820;-11,4380;-01,107550;-01,134189;+00,158507;+031,90;+101,17
-00,171;+00,145;-00,136;-06,0570;+00,6170;-12,4700;-01,005445;-00,926277;+00,121973;+031,90;+101,17
-00,171;+00,149;-00,135;-04,6970;-01,2030;-10,5160;-01,090908;-00,637091;+00,160797;+031,90;+101,17
-00,170;+00,148;-00,131;-03,5310;+00,9010;-09,7830;-01,158599;-00,518700;+00,198971;+031,90;+101,17
-00,172;+00,149;-00,129;-02,9520;+03,7080;-12,7800;-00,914017;-00,437881;+00,202658;+031,90;+101,16
-00,170;+00,148;-00,127;-06,5410;+04,6010;-11,4790;-00,157173;-00,207229;+00,029035;+031,90;+101,16
-00,170;+00,149;-00,127;-02,8600;-01,0190;-09,6500;-00,025692;-00,359003;-00,066000;+031,90;+101,17
-00,172;+00,148;-00,124;-03,9900;+01,3440;-10,2740;-00,031541;-00,175381;-00,042485;+031,90;+101,16
-00,172;+00,150;-00,127;-03,4380;+00,7990;-09,6120;+00,014013;-00,141600;-00,078551;+031,90;+101,19
-00,171;+00,148;-00,124;-03,3990;+00,3030;-09,5760;-00,011311;-00,062757;-00,073240;+031,90;+101,17
-00,171;+00,149;-00,126;-03,4300;+00,4570;-09,5140;-00,037909;+00,008730;-00,057663;+031,90;+101,17
-00,171;+00,146;-00,125;-03,3220;+00,4120;-09,4500;-00,056688;+00,059449;-00,052510;+031,90;+101,17
-00,173;+00,147;-00,126;-03,0850;+00,1170;-09,1050;-00,064677;+00,076335;-00,043028;+031,90;+101,17
-00,171;+00,147;-00,126;-03,0420;+00,2900;-09,1830;-00,081769;+00,085083;-00,026827;+031,90;+101,17
-00,171;+00,149;-00,125;-03,0900;+00,3920;-09,2220;-00,106063;+00,099379;-00,017346;+031,90;+101,17
-00,172;+00,146;-00,127;-02,9790;+00,3750;-09,0870;-00,124688;+00,107097;-00,015469;+031,90;+101,17
-00,171;+00,150;-00,127;-02,9660;+00,5020;-09,0990;-00,132592;+00,094786;-00,016651;+031,90;+101,17
-00,171;+00,146;-00,124;-02,9090;+00,3790;-09,0880;-00,132301;+00,079057;-00,021721;+031,90;+101,17
-00,173;+00,149;-00,125;-02,9790;+00,3080;-09,1110;-00,125566;+00,066298;-00,019832;+031,90;+101,16
-00,172;+00,145;-00,127;-02,9270;+00,3160;-09,0270;-00,109159;+00,046190;-00,018871;+031,90;+101,17
-00,172;+00,147;-00,124;-03,0650;+00,4970;-09,2380;-00,093792;+00,034793;-00,015267;+031,90;+101,17
-00,172;+00,148;-00,125;-03,1680;+00,4060;-09,2380;-00,102277;+00,074502;-00,009494;+031,90;+101,18
-00,172;+00,150;-00,123;-02,6270;+00,5820;-08,8540;-00,088080;+00,056235;-00,010273;+031,90;+101,17
-00,171;+00,147;-00,123;-02,6300;+00,5760;-08,7980;-00,056589;+00,005597;-00,020718;+031,90;+101,17
-00,171;+00,148;-00,123;-02,6930;+00,4330;-08,8540;-00,023984;-00,049936;-00,027086;+031,90;+101,17
-00,171;+00,148;-00,122;-02,2220;+00,5560;-08,2920;+00,040865;-00,140294;-00,035867;+031,90;+101,17
-00,172;+00,146;-00,125;-02,6380;+00,3550;-08,9160;+00,069713;-00,264016;-00,032833;+031,90;+101,19
-00,173;+00,147;-00,123;-03,1370;+00,1970;-09,0600;+00,055610;-00,294750;-00,021784;+031,90;+101,17
-00,172;+00,150;-00,122;-02,6070;+00,6790;-08,7040;+00,099589;-00,342147;-00,032317;+031,90;+101,17
-00,172;+00,145;-00,123;-03,0900;+00,3250;-09,1260;+00,135148;-00,398607;-00,034442;+031,90;+101,16
-00,172;+00,148;-00,122;-03,1960;+00,4350;-09,0770;+00,147024;-00,386495;-00,031125;+031,90;+101,17
-00,172;+00,146;-00,122;-03,0730;+00,6250;-08,9280;+00,195434;-00,391191;-00,046609;+031,90;+101,17
-00,174;+00,148;-00,121;-03,2330;+00,2640;-09,0450;+00,243423;-00,410137;-00,055915;+031,90;+101,17
-00,173;+00,146;-00,120;-03,0880;+00,3880;-08,8510;+00,284456;-00,424414;-00,060486;+031,90;+101,17
-00,172;+00,146;-00,122;-02,9030;+00,2670;-08,8380;+00,338388;-00,493533;-00,071703;+031,90;+101,16
-00,173;+00,146;-00,119;-03,1430;+00,1000;-08,8680;+00,382548;-00,542110;-00,073824;+031,90;+101,17
-00,173;+00,146;-00,119;-03,2090;+00,0270;-09,0470;+00,384174;-00,575840;-00,071282;+031,90;+101,16
-00,174;+00,147;-00,120;-03,3400;+00,2820;-09,0170;+00,341117;-00,579790;-00,070538;+031,90;+101,17
-00,174;+00,148;-00,118;-03,6800;+00,2470;-09,1800;+00,301260;-00,538899;-00,055714;+031,90;+101,17
-00,175;+00,145;-00,117;-03,6380;+00,2060;-09,1070;+00,252073;-00,496164;-00,047044;+031,90;+101,17
-00,173;+00,147;-00,117;-03,5730;+00,1230;-08,8540;+00,212270;-00,465088;-00,032241;+031,90;+101,17
-00,175;+00,146;-00,116;-03,4870;+00,3280;-08,8330;+00,190112;-00,458127;-00,030928;+031,90;+101,17
-00,174;+00,145;-00,116;-03,7370;+00,1040;-08,9980;+00,165363;-00,439004;-00,022908;+031,90;+101,17
-00,174;+00,145;-00,117;-03,8860;+00,2610;-09,0160;+00,155897;-00,415033;-00,028252;+031,90;+101,17
-00,175;+00,148;-00,115;-03,8460;+00,1260;-08,9680;+00,137185;-00,366117;-00,029269;+031,90;+101,17
-00,175;+00,146;-00,113;-03,9770;+00,0310;-09,0290;+00,126280;-00,331808;-00,028229;+031,90;+101,17
-00,175;+00,146;-00,113;-03,8000;-00,0800;-08,9080;+00,134059;-00,359463;-00,033952;+031,90;+101,17
-00,176;+00,142;-00,114;-03,8070;+00,0490;-08,7920;+00,129114;-00,387039;-00,037708;+031,90;+101,17
-00,174;+00,144;-00,113;-03,5650;+00,2020;-08,6240;+00,099484;-00,425035;-00,051122;+031,90;+101,17
-00,176;+00,146;-00,110;-03,8040;-00,0100;-08,7520;+00,017987;-00,477381;-00,051012;+031,90;+101,17
-00,175;+00,147;-00,112;-03,9510;+00,0080;-08,8180;-00,091713;-00,551043;-00,039212;+031,90;+101,19
-00,175;+00,143;-00,110;-04,0740;+00,0750;-08,8100;-00,197207;-00,620542;-00,007690;+031,90;+101,17
-00,175;+00,145;-00,109;-03,9900;+00,1330;-08,7140;-00,290729;-00,667074;+00,040395;+031,90;+101,17
-00,176;+00,146;-00,106;-04,9600;+00,4680;-08,8520;-00,396874;-00,692268;+00,018118;+031,90;+101,16
-00,176;+00,147;-00,104;-04,4370;+00,1010;-08,9670;-00,444194;-00,820833;+00,011148;+031,90;+101,16
-00,177;+00,146;-00,102;-04,5600;+00,1710;-09,0050;-00,375930;-00,767760;+00,000472;+031,90;+101,17
-00,176;+00,146;-00,100;-04,3410;+00,2410;-08,9700;-00,302878;-00,725353;-00,027027;+031,90;+101,17
-00,176;+00,145;-00,097;-04,5110;+00,1270;-09,0420;-00,204512;-00,771543;-00,035650;+031,90;+101,16
-00,176;+00,149;-00,098;-04,4410;+00,1920;-08,8210;-00,121759;-00,843941;-00,060984;+031,90;+101,17
-00,176;+00,144;-00,094;-04,6000;+00,0330;-08,7670;-00,038077;-00,922601;-00,062344;+031,90;+101,17
-00,177;+00,148;-00,093;-04,1210;-00,0630;-08,6860;+00,012196;-00,986616;-00,000374;+031,90;+101,17
-00,176;+00,145;-00,090;-02,8730;+00,3140;-08,0870;-00,108790;-01,323497;+00,160639;+031,90;+101,17
-00,177;+00,149;-00,088;-04,1510;-00,9020;-08,8320;-00,156243;-02,021393;+00,276108;+031,90;+101,17
-00,175;+00,149;-00,081;-01,5790;-00,6000;-09,7690;-00,553473;-02,722833;+00,327638;+031,90;+101,17
-00,174;+00,147;-00,076;-06,5800;-00,4530;-09,1540;-00,731573;-04,055522;+00,492787;+031,90;+101,19
-00,170;+00,147;-00,064;-01,1090;+00,3370;-10,0970;-00,819732;-05,329312;+00,775747;+031,90;+101,16
-00,168;+00,149;-00,055;-05,4520;+00,1170;-12,2580;-01,330521;-06,700277;+00,764549;+031,90;+101,17
-00,163;+00,151;-00,035;-05,6510;+01,4020;-15,5050;-01,938042;-08,377893;+00,635088;+031,90;+101,16
-00,156;+00,151;-00,021;-08,6360;+01,5740;-16,1490;-02,080407;-08,950436;+00,392509;+031,90;+101,17
-00,147;+00,148;+00,003;-13,1060;+03,3030;-25,1900;-01,432959;-08,368224;-00,063174;+031,90;+101,17
-00,140;+00,148;+00,014;-13,5800;+01,6520;-28,2200;-00,208617;-07,447564;-00,530656;+031,90;+101,16
-00,131;+00,145;+00,029;-07,3100;-00,1580;-24,1610;-00,284610;-06,774047;-00,151778;+031,90;+101,17
-00,125;+00,146;+00,035;+02,9070;+01,6820;-17,4820;-00,406091;-06,745075;-00,383893;+031,90;+101,17
-00,114;+00,146;+00,048;-17,6370;+07,6370;-07,3390;-00,341276;-06,100531;+00,600060;+031,90;+101,16
-00,107;+00,149;+00,053;-35,0810;+04,4740;-33,0970;-00,082397;-02,720807;+01,328900;+031,90;+101,17
-00,100;+00,146;+00,057;-07,0260;+02,4400;-32,3870;+00,198586;-01,503869;+01,328382;+031,90;+101,17
-00,097;+00,150;+00,055;-06,5080;+00,6730;-20,8080;+00,564213;-00,422858;+01,388519;+031,90;+101,17
-00,095;+00,154;+00,057;-04,3430;-00,9490;-11,7290;+00,620340;-00,207145;+01,368463;+031,90;+101,17
